가게이름,날짜,리뷰,평점,주소,분류
무한숯불양꼬치,2018.03.31.,무한리필 양꼬치집중에 최고!,5,서울 강남구 봉은사로2길 37 2층,양꼬치
양파이 강남점,2020.11.15.,직원들 너무 친절하고 양갈비 직접 구워주셔서 더 맛있게 먹을수 있었어요,5,서울 강남구 강남대로94길 14 청담퍼스트타워 1층,양꼬치
양파이 강남점,2020.11.15.,불친절 오버쿡 직원이별루인곳,1,서울 강남구 강남대로94길 14 청담퍼스트타워 1층,양꼬치
양파이 강남점,2020.10.17.,"가격은 비싼데 맛은 기대 이하 서비스는 나쁘지 않은데, 양고기가 부드럽지가 않고 좀 질깁니다ㅠ",2,서울 강남구 강남대로94길 14 청담퍼스트타워 1층,양꼬치
양파이 강남점,2020.10.08.,강남이라 금액은 있지만 서비스가 정말 좋았습니다.  특히 매니저님께서 친절하셔서 감사했어요 ㅎㅎ  맛도 좋고 서비스에 한번더 감사하게 먹고 갑니다~,5,서울 강남구 강남대로94길 14 청담퍼스트타워 1층,양꼬치
양파이 강남점,2020.10.08.,꿔바로우는 평범했구요 양꼬치 엄청 신선하고 냄새 안 나고 맛있어요 먹어본 곳 중에 제일이었습니다 양꼬치는 앞으로 여기서만 먹어야겠어요,5,서울 강남구 강남대로94길 14 청담퍼스트타워 1층,양꼬치
양파이 강남점,2020.08.25.,강남역점만 유일하게 남은듯 양고기는 역쉬 양파이 ,5,서울 강남구 강남대로94길 14 청담퍼스트타워 1층,양꼬치
양파이 강남점,2020.07.28.,정말 최악의 양갈비... 양도적고 맛도 없다. 비싸기만 한 절대로 두번다시 갈일 없을듯. ,1,서울 강남구 강남대로94길 14 청담퍼스트타워 1층,양꼬치
양파이 강남점,2020.07.25.,양갈비 입에서 살살 녹아요ㅠㅠ 구워주시는 사장님?이 친절하셨고 강남에서 먹은 것 중 제일 만족스러웠던 것 같아요. 꿔바로우도 존맛,5,서울 강남구 강남대로94길 14 청담퍼스트타워 1층,양꼬치
양파이 강남점,2020.06.14.,고기에 냄새도 안나고 좋았음.처음 접해 본 사람도 쉽게 먹을 수 있을 듯..다만 자리가 협소해 불편함.,3,서울 강남구 강남대로94길 14 청담퍼스트타워 1층,양꼬치
양파이 강남점,2020.04.25.,"프렌치콤보 추천이 많아서 먹었는데 정말 맛있네요. 특유의 냄새도 안나고 저는 밑반찬으로 나오는 음식들도 정말 중요하게 생각하는데 절임과 나물,무침들이 양고기와 함께 조화롭게 되서 먹어도 먹어도 질리지 않게끔 했습니다. 고기도 알아서 다 구워주시니 편하고 좋았구요. 직원분들도 정말 친절하셨어요. 다음에도 또 갈 의향이 있습니다. 아 리뷰쓰는데 또 먹고 싶네요...",5,서울 강남구 강남대로94길 14 청담퍼스트타워 1층,양꼬치
양파이 강남점,2020.04.17.,몇번 가서 먹어봤는데 갈때마다 항상 알바하시는 분들이 친절하고 다른곳에서는 간혹 비린내가 나지만 여기는 고기가 비린내가 안나고 맛있었습니다.. 추천맛집!!,5,서울 강남구 강남대로94길 14 청담퍼스트타워 1층,양꼬치
양파이 강남점,2020.04.14.,불친절함의 극치.. 맛은 평범 비싸기만 비싸고... 다신 안갑니다...,1,서울 강남구 강남대로94길 14 청담퍼스트타워 1층,양꼬치
양파이 강남점,2020.04.12.,"양고기 냄새나서 못먹는데 여기는 냄새도 안나고 고기질도 신선해서 잘 먹어요! 알바분들도 너무 친절하세요~  양고기가 일반적으로 생소한데, 고기구워주시면서 친절하게 설명해주셔서 맛있게 잘먹을수있었습니다~ 강남 들리시면 한번 들리시는거 추천드려요!!",5,서울 강남구 강남대로94길 14 청담퍼스트타워 1층,양꼬치
양파이 강남점,2020.03.11.,양고기를 처음 먹으러가서 냄새날까봐 많이 익혀달라고 했더니 보통 양고기 냄새 때문에 이렇게 말씀하시는 사람이많다곸ㅋㅋㅋㅋㅋ 고기 부위별로 설명해주시면서 익힘정도 조절해주시고 맛있게 먹는 팁까지 알려주셔서 첫 양고기 성공했습니다!! 사이드도 와장창 시켰더니 테이블이 좁으실거라고 최대한 정리해드린다곸ㅋㅋㅋㅋ 얼굴에 열오르면 화장뜨니까 불부터 빼곸ㅋㅋㅋㅋㅋ촥촥 ...,5,서울 강남구 강남대로94길 14 청담퍼스트타워 1층,양꼬치
양파이 강남점,2020.02.16.,알바생의 불친절함으로 정말 가고싶지않아요 :) 작년 12월 26일 오후 3시 다른 손님이 아무도 없는 시간이었는데도 편한 (쇼파식) 자리는 앉지 못하게하더라구요^^;; 행동마다 사사건건 간섭하는 말투하며 조금만 먹다가 자리옮겼습니다,1,서울 강남구 강남대로94길 14 청담퍼스트타워 1층,양꼬치
양파이 강남점,2019.12.05.,12월 4일 방문  너무 불편함을 느껴 리뷰를 남깁니다 처음은 친절했으나 시간이 지나고 대기자가 생기니 빨리 먹고 나가라는 눈빛이 장난 아니었습니다 양꼬치 하나 먹고 나면 꼬치대를 수거해가고 접시 및 그릇 다 비우면 바로바로 치우고 처음에는 친절함으로 느껴졌으나 점점 이상하다는 생각이 들었습니다. 이야기 나누는데 방해도 됐고요 심지어 옆 테이블은 의자 하나...,1,서울 강남구 강남대로94길 14 청담퍼스트타워 1층,양꼬치
양파이 강남점,2019.07.30.,먹어본 양꼬치집중에서 최고에요 비싸지만 비싼값하는곳인듯 ㅎㅎ 약수에도있고 지점이여러군데있네요 또가고싶어요 ㅎㅎ 양고기가 삼겹살부위라 기름기가많은게단점이지만 고소하고맛나요,5,서울 강남구 강남대로94길 14 청담퍼스트타워 1층,양꼬치
램플러스 양재직영점,2020.08.06.,양꼬치가 제일 맛있음,5,서울 서초구 언남길 79 1층,양꼬치
램플러스 양재직영점,2020.03.23.,근처 다른 양꼬치집에 비해 깔끔한 분위기라 좋습니다. 양꼬치만 먹을 거면 이곳이 좋지만 다른 요리도 시켜서 먹을 거면 비추. 요리 부문이 좀 약합니다.   그리고 아쉬운 점은 의자에 등받이가 없어서 불편합니다. ,4,서울 서초구 언남길 79 1층,양꼬치
램플러스 양재직영점,2019.01.31.,완전 맛있어요 깔끔하고 청결하고 양꼬치들도 가지런함,5,서울 서초구 언남길 79 1층,양꼬치
램플러스 양재직영점,2018.08.11.,매운맛 하나도 안 맵고 겁나 맛있음 밥이랑 먹으면 최고 제 말 믿어보셈요,5,서울 서초구 언남길 79 1층,양꼬치
호우양꼬치 마곡점,2020.11.22.,양갈비 좋아해서 여러곳 가봤는데 고기가 너무 신선하고 맛있었어요 서비스도 굿굿 또 방문할게요^^,5,서울 강서구 마곡중앙6로 93 열린프라자 2층,양꼬치
호우양꼬치 마곡점,2019.11.21.,마라탕 jmt!!!!!!,5,서울 강서구 마곡중앙6로 93 열린프라자 2층,양꼬치
호우양꼬치 마곡점,2019.11.07.,맛있어요 양꼬치랑 꿔바로우 다 맛있는데 다른 지점이랑 다르게 둘이 갔는데 양꼬치 기본 20개(2인분) 시켜야하는 거 아니고 10개(1인분)만 시킬 수도 있어서 양꼬치도 꿔바로우도 적절히 먹을 수 있어요 굿굿,5,서울 강서구 마곡중앙6로 93 열린프라자 2층,양꼬치
일품각,2020.11.10.,여기 맛있네요!!!,5,서울 강남구 강남대로96길 18,양꼬치
일품각,2020.10.15.,최악입니다. 가지마세요 사람없는 이유가 있음.,1,서울 강남구 강남대로96길 18,양꼬치
일품각,2019.05.15.,고기 질기고 맛없어요퓨ㅠㅠㅠ 꿔바로우 양념이 왜 탕수육맛인지 1점도 아까움,1,서울 강남구 강남대로96길 18,양꼬치
일품각,2019.05.08.,그동안 가봤던 양꼬치집 중에 제일 별로였어요. 대체로 너무 달고 짜고 꿔바로우는 최악... 가격이 싼 것도 아닌데 화나는 퀄리티였습니다. ,1,서울 강남구 강남대로96길 18,양꼬치
일품각,2019.04.24.,먹어본 양꼬치중 최악.. 질기고..  맛도 별로..  꿔바로우도 노맛ㅠㅜㅠㅜ,1,서울 강남구 강남대로96길 18,양꼬치
일품각,2018.12.14.,여기 맛있음 무료쿠폰으로 가지튀김 주셨는데 무료쿠폰 사이즈가 아님 거대함 다음에 또 가고 싶네요,4,서울 강남구 강남대로96길 18,양꼬치
일품각,2018.09.23.,절대 가지말것 세상이 어떤시대인데 사기치고 앉았음. 외국인이랑 3인분시켰는데 쥐똥만큼 줘놓고 '실수로' 4인분 줬으니 돈내놓으라고 해서 경찰부를뻔함. 거짓말을 치려면 얼굴에 웃음끼나 빼고 하던가,1,서울 강남구 강남대로96길 18,양꼬치
일품각,2018.04.18.,강남역에 맛집이 없다고 생각했었는데 여기 맛있더라 양꼬치에 약탄듯 ,5,서울 강남구 강남대로96길 18,양꼬치
일품각,2017.12.23.,마라샹궈...존맛중에 대존맛이었습니다 정말 추천ㅠㅡㅠ 제 다음 마라샹궈도 그 다음도 일품각... (양꼬치는 안 먹어봤습니다!!),5,서울 강남구 강남대로96길 18,양꼬치
일품각,2017.10.09.,다른 데 알아보시길..여기 맛 없습니다. 평점이 왜 이렇게 높은지 이해가 안 되네요.,1,서울 강남구 강남대로96길 18,양꼬치
일품각,2017.08.20.,잡내도 안나구 좋당ㅎㅎㅎ  훠궈도 맛있다던데 궁금ㅋㅋ,5,서울 강남구 강남대로96길 18,양꼬치
일품각,2016.05.04.,제가 아는 양꼬치집 중에서는 상급입니다만 온면이나 다른 요리부는 걍걍입니다. 양꼬치 먹고싶을땐 강추!! 요리는 낫쏘배드.,4,서울 강남구 강남대로96길 18,양꼬치
호우양꼬치 본점,2020.10.09.,양꼬치 맛남. 근데 자동이 아니라서 직접 돌돌 돌려서 구워야 함. 꿔바로우 맛있고 조개찜이랑 칠리새우는 무난했음. 밑반찬으로 나온 땅콩에 술이 술술 들어감. ,4,서울 영등포구 영중로10길 6 델리타운102호,양꼬치
호우양꼬치 본점,2020.03.18.,맛~~,4,서울 영등포구 영중로10길 6 델리타운102호,양꼬치
호우양꼬치 본점,2019.08.20.,여기 맛있음,4,서울 영등포구 영중로10길 6 델리타운102호,양꼬치
호우양꼬치 본점,2019.06.27.,예전엔 맛있었는데요 지금은 맛이 보통이예요 .양꼬치랑 양갈비는 맛이 괜찮은데 마라는 별로네요.,3,서울 영등포구 영중로10길 6 델리타운102호,양꼬치
호우양꼬치 본점,2018.05.05.,국수때문에 3점 수동이라 좀 불편하다,3,서울 영등포구 영중로10길 6 델리타운102호,양꼬치
호우양꼬치 본점,2017.11.13.,양갈비 좋구요..서비스 바지락찜 맛나구요,5,서울 영등포구 영중로10길 6 델리타운102호,양꼬치
호우양꼬치 본점,2017.04.23.,맛있음 양갈비 그리고 아주 친절하세요,3,서울 영등포구 영중로10길 6 델리타운102호,양꼬치
호우양꼬치 본점,2016.06.19.,양꼬치+꿔바로우+옥수수국수+칭따오  환상 ,4,서울 영등포구 영중로10길 6 델리타운102호,양꼬치
호우양꼬치 본점,2016.03.23.,그럭저럭,4,서울 영등포구 영중로10길 6 델리타운102호,양꼬치
호우양꼬치 본점,,굳 굳  굳   맛있고 아주 좋아요ᆞ,5,서울 영등포구 영중로10길 6 델리타운102호,양꼬치
신셰프양꼬치&훠궈 남현동1호점,2020.11.21.,정말 별로예요 주문이 잘못들어갔는데 홀이 정신없으면 홀 인원을 늘려야한다고 생각하고요 그것만으로 끝나면 차라리 다행인데 단품도 별로예요 지삼선에 감자가 없고 가자가 물컹하네요 온면은 미리 면을 삶아두고 국물만 한거같은데 그냥..맛없네요 이 돈 주고 사먹어야하나?싶어요 단품인데도 무한리필 같은 퀄리티예요,1,서울 관악구 남현3길 71,양꼬치
신셰프양꼬치&훠궈 남현동1호점,2020.11.21.,"11/20 6명이서 무한리필 주문했습니다 처음 가는거고 네이버 블로그에는 좋다는 글이 많아 지인 생일이라 다같이 저녁먹으러 갔는데, 6인석 앉고 4명이 먼저와서 먹다가 1명이 오고 1명은 조금 더 늦게 오게되어 다른쪽 불좀 넣어달라고 3번은 말했는데 뭔 5명이면 불 하나만 쓰라고.... 진짜 ♩♪~ 답답하게 6명이라고 1명이 좀 늦는건데 곧 오니까 넣어달라...",1,서울 관악구 남현3길 71,양꼬치
신셰프양꼬치&훠궈 남현동1호점,2020.11.02.,"하... 별 하나도 아깝습니다 평좋길래갔는데 별점조작이 의심될정도입니다 다신안갈겁니다 10.28.수요일  무한리필로 7명이서 먹었는데  처음 자리잡는거부터 불친절했구요 좁아서 안쪽에자리많길래 저쪽자리 예약 없으면 가도되겠냐고 했더니 여기가 더넓으니 그냥앉으라고... 일하시는분이 중국인, 조선족 인것 같던데 응대자체를 화내면서하고 있고 ... 하... 음식시...",1,서울 관악구 남현3길 71,양꼬치
신셰프양꼬치&훠궈 남현동1호점,2020.10.29.,다시는 안감 ^^,1,서울 관악구 남현3길 71,양꼬치
신셰프양꼬치&훠궈 남현동1호점,2020.10.17.,"식사 하려고 들어가서 5분 동안 기다렸는데도, 홀 서비스하시는 분들은 눈마주쳐도 손님 호응이 1도 없네요;; 그냥 나왔습니다. 너무 불친절하네요",1,서울 관악구 남현3길 71,양꼬치
신셰프양꼬치&훠궈 남현동1호점,2020.10.10.,음식 맛은 좋아요 무한리필 치고는 이 맛은 괜찮다고 생각해요 바쁜건 다른 식당도 마찬가지일텐데 무뚝뚝하시네요,4,서울 관악구 남현3길 71,양꼬치
신셰프양꼬치&훠궈 남현동1호점,2020.08.15.,가성비 오진다,5,서울 관악구 남현3길 71,양꼬치
신셰프양꼬치&훠궈 남현동1호점,2020.07.12.,맛있고 푸짐하고 중국정통양꼬치맛을 느낄수있어 좋아요. 21900원으로 3시간 제한 양꼬치와 식사 무한제공 부페도 추천합니다~^^,5,서울 관악구 남현3길 71,양꼬치
신셰프양꼬치&훠궈 남현동1호점,2020.07.11.,맛있어요!! 이 가격에 이정도 맛이면 대만족!!! 볶음밥도 맛있어요 ㅎㅎ,5,서울 관악구 남현3길 71,양꼬치
신셰프양꼬치&훠궈 남현동1호점,2020.06.26.,불친절~ 그냥 호구됨,1,서울 관악구 남현3길 71,양꼬치
신셰프양꼬치&훠궈 남현동1호점,2020.04.04.,"음식맛은 별5, 서비스는 별 -5 손님보고 화내면서 주문 한번에 하라는곳은 처음봤네요^^ 먹다가 기분나빠서 위로 올라올뻔ㅎㅎ",2,서울 관악구 남현3길 71,양꼬치
신셰프양꼬치&훠궈 남현동1호점,2020.02.13.,불친절함 진짜 설명 1도 없음 심지어 불러도 대답이 없음...,1,서울 관악구 남현3길 71,양꼬치
신셰프양꼬치&훠궈 남현동1호점,2020.02.11.,"불친절, 비쌈, 맛없음 오랜만에 방문했는데 너무 많이 변해 있네요. 가격도 많이 오르고 너무 불친절합니다. 가지마세요 후회합니다",1,서울 관악구 남현3길 71,양꼬치
신셰프양꼬치&훠궈 남현동1호점,2020.01.18.,여기 핵 불친절함. 나는 양꼬치 무한 먹으러 간건뎅...들어가자마자 설명도 안해주고 바로 양갈비줌. 특정 여자랑 특정 남자가 제일 싸가지없음. 은근 반말하구 소스 더달라하니깐 됐다고 손짓하고 ;; 황당했음 손님이 만만한가봥 더이상 안갈거임 ㅎㅎ 빠잉ㅗ^^ㅗ,1,서울 관악구 남현3길 71,양꼬치
신셰프양꼬치&훠궈 남현동1호점,2020.01.10.,"음식점 리뷰라고는 남겨본적이 없는 사람인데, 여긴 정말 화가나서 리뷰를 남깁니다. 손님 많아서 정신없으신건 알겠는데, 양고기가 너무 안익어서 불좀 바꿔달라니까 30분째 안바꿔주시고, 고객이 주문 받아달라고 사정사정해야 주문할수있는게 말이 되나요? 몇몇 음식 맛있는건 알겠는데, 손님 받을 능력이 안되면 종업원을 늘리시든 테이블을 줄이시든 하셔야 하는거 아닐까...",1,서울 관악구 남현3길 71,양꼬치
신셰프양꼬치&훠궈 남현동1호점,2019.12.06.,두번째 방문인데 음식 나오는 게 오래 걸리고 직원이 자꾸 테이블을 치워서 눈치보여요,2,서울 관악구 남현3길 71,양꼬치
신셰프양꼬치&훠궈 남현동1호점,2019.10.29.,직원 태도가 엉망,1,서울 관악구 남현3길 71,양꼬치
신셰프양꼬치&훠궈 남현동1호점,2019.09.22.,"꿔바로우, 크림새우 이 두개는 기본으로 시켜서 먹자.",4,서울 관악구 남현3길 71,양꼬치
신셰프양꼬치&훠궈 남현동1호점,2019.07.26.,"양고기의 여러 메뉴 중에서 양갈비와 양꼬치가 특히 인기가 높은 것으로 알려져 있다. 양꼬치는 쇠고기나 돼지고기와 달리 불판에서 자동으로 구워지니 친구들과 이야기하면서 편하게 먹을 수 있다. 사당역 양갈비ㆍ양꼬치 맛집 ‘신세프 양꼬치’ 양고기 전문점은 중국 본토의 맛을 그대로 재현한 양꼬치, 훠궈 전문점이다.",4,서울 관악구 남현3길 71,양꼬치
신셰프양꼬치&훠궈 남현동1호점,2019.05.23.,사당역 양꼬치집들 중에서는 여기가 제일 맛있는듯 존맛탱~~ 훠궈도 맛있고 사장님이 요리 자체를 잘하시는듯!,5,서울 관악구 남현3길 71,양꼬치
신셰프양꼬치&훠궈 남현동1호점,2019.05.02.,파소를 시켜라 그러면 황제가 될 것이다,5,서울 관악구 남현3길 71,양꼬치
신셰프양꼬치&훠궈 남현동1호점,2019.03.25.,맛있음~ 자주 가는 양꼬치집 회식 장소로 처음 알게 됐는데 고기 질도 좋고 분위기도 매우 만족!,5,서울 관악구 남현3길 71,양꼬치
신셰프양꼬치&훠궈 남현동1호점,2019.02.17.,별 하나도아깝다,1,서울 관악구 남현3길 71,양꼬치
신셰프양꼬치&훠궈 남현동1호점,2019.02.15.,종업원 엄청 불친절하고 맛도 없음 술값 비싸게 받아 계산도 엄청  나옴,1,서울 관악구 남현3길 71,양꼬치
신셰프양꼬치&훠궈 남현동1호점,2019.02.04.,비추! 양꼬치 맛없고 직원들 넘 불친절합니다.   양꼬치 싼편도 아닌데 돈이 너무 아깝네요.  ,1,서울 관악구 남현3길 71,양꼬치
신셰프양꼬치&훠궈 남현동1호점,2018.10.07.,무한리필 시켰습니다. 고의로 그랬는지 모르겠는데 고기를 늦게주고 그다음엔 불이 약하다며 불을 늦게주고..그런것도 모자라서 고기 조금 남겼다고 일인당 5000원씩 추가요금 받네요?!! 여자사장님한테 불빨리 달라 고기 좀 달라 하니깐 짜증도 냅니다. 중간에 대략 한시간 정도는 안주없이 앉아있었던것 같아요,1,서울 관악구 남현3길 71,양꼬치
신셰프양꼬치&훠궈 남현동1호점,2018.04.04.,처음 가봤는데 음식 맛있고 친절하고 강추합니다!!!  단골될거 같아요^^,5,서울 관악구 남현3길 71,양꼬치
신셰프양꼬치&훠궈 남현동1호점,2018.04.02.,"우리 가족 외식은 언제나 신셰프양꼬치네요,양꼬치랑 꿔보러우 모두 맛있어요!깔끔하고 친절하셔서 모두 만족합니다!",5,서울 관악구 남현3길 71,양꼬치
신셰프양꼬치&훠궈 남현동1호점,2018.04.02.,리뷰가 좋아서  갔는데  역시나  요리  깔끔하고 맛있고 친절하네요  ♥♥♥  ,5,서울 관악구 남현3길 71,양꼬치
신셰프양꼬치&훠궈 남현동1호점,2018.02.04.,요리가 맛잇고 서비스가 좋아요!,5,서울 관악구 남현3길 71,양꼬치
신셰프양꼬치&훠궈 남현동1호점,2018.01.05.,"리뷰가 너무 좋아서 갔다가 정말 돈 버리고 입 맛 버리고 기분 상하고 시간 낭비하고 한 최악의 식당이었어요. 저는 갠 적으로 중국음식 매니아여서 대림동, 서울대입구역, 안산, 평택등 여러곳을 다니며 맛집탐방하는게 취미인데... 물론 모든 식당들이 다 만족스럽진 않지만 대부분은 음식이 맛 없으면 서비스가 좋든지 서비스가 안좋으면 음식이 정말 맛있던지 그랬는데...",1,서울 관악구 남현3길 71,양꼬치
신셰프양꼬치&훠궈 남현동1호점,2018.01.05.,여기 절대 가지 마세요. 크림새우 시켰는데 딸기 소스 들어가 있어서 딸기 못먹는다고 정중히 말씀 드렸더니 손님이 딸기를 먹는지 못먹는지 어떻게 아냐고 버럭 화를 내시네요. 크림새우 돈 안받을테니 빨리 먹고 가라고;; 오늘 첫손님인데 왜그러냐고 어쩌고 그러는데 저는 그럼 첫손님 대접 이렇게 받아도 되나요… 크림이라는 단어에 딸기라는 뜻도 있었나요; 그리고 양...,1,서울 관악구 남현3길 71,양꼬치
신셰프양꼬치&훠궈 남현동1호점,,친구들이랑 오랜만에 친목 다질겸 사당역 쪽 맛집찾다가 알게된 신셰프양꼬치!!! 양냄새 전혀없이 너무너무 맛있어서 댓글 하나 남깁니다~~~ 양꼬치 좋아하시는 분들이 가면 딱일듯 ~!,5,서울 관악구 남현3길 71,양꼬치
신셰프양꼬치&훠궈 남현동1호점,,회사 선배가 양꼬치를 좋아해서 같이 가서 먹었는데 처음에는 누린내로 걱정됬엇는데 누린내도 없고 맛있게 먹었어요!! 거기에다 훠거... 대박이였어요! 너무 맛있게 잘먹고 갑니다!,5,서울 관악구 남현3길 71,양꼬치
신셰프양꼬치&훠궈 남현동1호점,,동네에서 숨은  맛집  찾은거  같아서  좋앗어요∪ˍ∪강추합니다! 꼬치랑 요리  모두  맛있어요!깔끔하네요,5,서울 관악구 남현3길 71,양꼬치
신셰프양꼬치&훠궈 남현동1호점,,양꼬치 훠궈 요리 중에서 골라먹을수 있는데 맛도 너무 너무 맛잇어서 이렇게 글 남겨요~모두 맛잇엇어요~가시면 후회 안할거예요^^,5,서울 관악구 남현3길 71,양꼬치
신셰프양꼬치&훠궈 남현동1호점,,요즘 자주 가는 양꼬치집!! 사당역이랑 가까워서 가봤는데 양꼬치도 맛있고 훠궈도 맛있더라구요~ ,5,서울 관악구 남현3길 71,양꼬치
소고산제일루 홍대1호점,2020.09.05.,"위생이랑 서비스는 부족해요 방문했을 때 양꼬치 주문 배달이 있었는지  물도 컵도 주문도 술도 잔도 안주시더라구요 그래도 충분히 이해할 수 있는 상황이라 가져다 먹고 했어요  소문에 맞게 훠궈는 여태껏 먹었던 곳 중에서 가장 입맛에 맞을 정도로 맛있어요 꿔봐로우도 맛있어요 2인세트면 둘이서 배터지게 먹을 수 있을 것 같아요 고기만두는 생전 처음 먹는 맛이라,...",4,서울 마포구 잔다리로6길 40-6 2층,양꼬치
소고산제일루 홍대1호점,2020.05.01.,다른집 마파두부를 못먹겠어요(집밥추가),5,서울 마포구 잔다리로6길 40-6 2층,양꼬치
소고산제일루 홍대1호점,2020.02.08.,서비스가 불친절해요 가지마세요,1,서울 마포구 잔다리로6길 40-6 2층,양꼬치
소고산제일루 홍대1호점,2019.09.02.,먹고나서 다음날 또 땡기는 매운맛 훠궈.,5,서울 마포구 잔다리로6길 40-6 2층,양꼬치
소고산제일루 홍대1호점,2019.08.23.,맵찌리는 홍탕이 무리네요 백탕 아주 맛있게 잘 먹었습니다 토요일 점심 웨이팅 전혀 없었고 한산했습니다 밑에 만두 추천이 있어서 먹어봣는데 소는 괜찮은데 피는 두툼하고 누른부분도 바삭하지 않네요 추천 안하겠습니다,4,서울 마포구 잔다리로6길 40-6 2층,양꼬치
소고산제일루 홍대1호점,2019.02.01.,"이 집은 훠궈가 아니라 만두다!! 이집 훠궈를 좋아하는 사람 때문에 어쩔 수 없이 5번 넘게 가게 됐지만 만두만큼은 실망한 적이 없다! 난 피가 두꺼운 만두를 싫어한다. 게다가 중국음식을 혐오한다. 젠장~ 이런 나도 인정하지 않을래야 않을 수가 없다. 처음엔 이 집의 다른 음식이 너무나 형편없어서 그렇게 느껴진다고 생각했는데, 그건 아닌것 같다. 다른 모든...",3,서울 마포구 잔다리로6길 40-6 2층,양꼬치
소고산제일루 홍대1호점,2018.10.13.,훠궈 맛났어용,5,서울 마포구 잔다리로6길 40-6 2층,양꼬치
소고산제일루 홍대1호점,2018.08.07.,마라탕 맛있어요 ,3,서울 마포구 잔다리로6길 40-6 2층,양꼬치
소고산제일루 홍대1호점,2018.03.17.,손님이 들어갔는데 웨이팅이 있는지 들어가서 앉아도 되는지 안내 안합니다 뻘쭘하게 기다리다가 자리 안내해 주시는건지 그냥 앉아도 되는지 물어보면 웨이팅 안하셨잖아요 ㅡㅡ 라던지 약간 기분 나쁘게 말합니다 중국에서도 이정도로 손님 무시하지 않아요 제발 망했으면 좋겠고 왜 유명한지 모르겠네요,1,서울 마포구 잔다리로6길 40-6 2층,양꼬치
소고산제일루 홍대1호점,2016.12.27.,", 탕수육, 부추만두, 천진만두",4,서울 마포구 잔다리로6길 40-6 2층,양꼬치
소고산제일루 홍대1호점,2016.09.16.,"양고기 훠궈(2~3인) 3만8천원.양꼬치 1만1천원.천진만두(부추,해물,고기) 6천~6천5백원/tvN 수요미식회 ""훠궈""편에 소개된 식당",4,서울 마포구 잔다리로6길 40-6 2층,양꼬치
미친양꼬치,2020.10.22.,좀 비싼 감이 없지않아 있지만  맛있었음 ! ,4,서울 광진구 아차산로33길 16-4,양꼬치
미친양꼬치,2020.10.11.,이름값 함,1,서울 광진구 아차산로33길 16-4,양꼬치
미친양꼬치,2020.06.06.,이 곳을 가기전 이 후기를 본 당신은 행운아! 절대 가지마십시오 양꼬치가 미친줄 알았더니 여길 간 내가 미쳤습니다 맛도 최악이지만 위생도 중동갔습니다,1,서울 광진구 아차산로33길 16-4,양꼬치
미친양꼬치,2020.03.13.,가격이 최고입니다! 음식 품질이 좋습니다!! ,5,서울 광진구 아차산로33길 16-4,양꼬치
미친양꼬치,2020.01.05.,양꼬치 없는 양꼬치집,1,서울 광진구 아차산로33길 16-4,양꼬치
미친양꼬치,2019.09.26.,양 30 소세지 돼지고기 등 기타 저가 고기 70. 양고기 먹으러 갔는데 강제로 섞어먹게 만듬. 주객이 전도된것같다.,1,서울 광진구 아차산로33길 16-4,양꼬치
미친양꼬치,2019.08.29.,직원들 착하고 배불리 먹었어요! 소시지빼고 다 굳귿,3,서울 광진구 아차산로33길 16-4,양꼬치
미친양꼬치,2019.04.15.,리뷰를 왜 못봤는가ㅜㅜ   5인이 한테이블만 해야하고  10시에 주방마감이래고  불친절 먹을람 먹고 말람 말고 ㅜㅜ 그런식 두번은 못갈듯요,1,서울 광진구 아차산로33길 16-4,양꼬치
미친양꼬치,2019.01.17.,여기서 먹고 장염걸렸음 그래서 전화하니까 처음엔 직원이 친절하게 말하면서 보험처리한다고 했다가 일주일넘게 소식이 없었음  그래서 다시 전화하니까 사장이 받더니 엄청 투명스럽게 증빙서류가져오던가요 식으로 나옴 너무 어이없었고 화가나서 다시는 가기 싫었음 절대 여기가지마세요 보험사엔 영수증한장 던져줬다고함ㅋㅋㅋ진짜 위생도 별로고 사장 마인드도ㅋㅋㅋ그냥 가지마요...,1,서울 광진구 아차산로33길 16-4,양꼬치
미친양꼬치,2018.05.12.,사장님께서 글 보신다면 매장 위생 좀 신경 써주시길.... 먹고 나와서 화장실을 얼마나 들락거렸는지 ㅠㅠ 꼬치도 돼지가 많이 섞여있어서 2명이서 3만원이면 그냥 양꼬치전문점 가세요...,1,서울 광진구 아차산로33길 16-4,양꼬치
심양 홍대점,2020.10.22.,양꼬치맛있 가지튀김 소스 맛있는데 넘빨리 물림,4,서울 마포구 독막로9길 43,양꼬치
심양 홍대점,2020.08.26.,좀 좁아서 자리도 불편한데 맛은 있어요,5,서울 마포구 독막로9길 43,양꼬치
심양 홍대점,2020.07.23.,맛은 평타 서비스는 최악악악악 단체로 시위하는 것 처럼 대답 한마디도 안하고 쓰윽 쓰윽 접시는 툭툭 기분 더러워짐. 그리고 가게 조명이 어두워서 잘 안보이지만 위생적이지 않은 것 같습니다..  제발 다른 곳 가세요 ㅠ 여기보다 맛있는데 훨 많아요 ,1,서울 마포구 독막로9길 43,양꼬치
